,state,region,id,zip,city,latitude,longitude,type,url,domain,first.type,expense.percent,financial.rating,financial.rating.fye,accountability.rating,accountability.rating.fye,rating,fundraising.expense,admin.expense,contributions,revenue,rating.fye,overhead
114,NA,NA,org10172.htm,20009,Washington,38.919211,-77.03777,Research and Public Policy : Social and Public Policy Research,http://www.cepr.net,cepr.net,Research and Public Policy ,0.06,0.8283,3,0.89,3,0.8558,6,6.3,981413,1204443,3,12.3
115,OH,ohio,org10173.htm,43209,Columbus,39.958564,-82.92824,Human Services : Multipurpose Human Service Organizations,http://www.columbusjcc.org/,columbusjcc.org,Human Services ,0.022,0.8945,3,0.92,4,0.9063,2.2,6.7,1655595,8389913,4,8.9
116,CA,california,org10176.htm,91107,Pasadena,34.151066,-118.08974,"Arts, Culture, Humanities : Performing Arts",http://www.anoisewithin.org,anoisewithin.org,"Arts, Culture, Humanities ",0.115,0.8086,3,0.73,2,0.7659,11.5,4.7,928090,1889595,2,16.2
117,IL,illinois,org10177.htm,60607,Chicago,41.875882,-87.65114,Human Services : Social Services,http://www.littlebrotherschicago.org/,littlebrotherschicago.org,Human Services ,0.174,0.7982,2,0.78,2,0.7889,17.4,9.2,4178261,4280605,2,26.6
118,TX,texas,org10178.htm,77573,League City,29.502759,-95.08906,Human Services : Social Services,http://www.icmtx.org,icmtx.org,Human Services ,0.087,0.8665,3,0.96,4,0.9014,8.7,10.7,622921,1327425,4,19.4
119,AR,arkansas,org10179.htm,72206,Little Rock,34.690671,-92.26865,Human Services : Homeless Services,http://www.urmission.org,urmission.org,Human Services ,0.086,0.883,3,0.93,4,0.9035,8.6,8.2,876102,894971,4,16.8
120,NY,new york,org10180.htm,10022,New York,40.759015,-73.96732,Education : Other Education Programs and Services,http://www.innercityscholarshipfund.org,innercityscholarshipfund.org,Education ,0.101,0.7156,2,0.93,4,0.7928,10.1,4.9,13708270,14235316,2,15
121,CA,california,org10181.htm,94578,San Leandro,37.703427,-122.128,Health : Patient and Family Support,http://www.georgemark.org,georgemark.org,Health ,0.165,0.8,3,0.89,3,0.8385,16.5,6.2,2057954,3547191,3,22.7
122,VA,virginia,org10182.htm,22301,Alexandria,38.819863,-77.05854,Community Development : Fundraising,http://www.duchennemd.org/,duchennemd.org,Community Development ,0.253,0.585,1,0.77,2,0.6644,25.3,6.7,868840,868867,1,32
123,CA,california,org10184.htm,92029,Escondido,33.087868,-117.11558,Religion : Religious Activities,http://www.activatedministries.org,activatedministries.org,Religion ,0.504,0.5081,0,0.81,3,0.6271,50.4,14.7,2366058,2529549,1,65.1
124,WV,west virginia,org10185.htm,26505,Morgantown,39.646497,-79.95154,"Health : Diseases, Disorders, and Disciplines",http://www.brni.org,brni.org,Health ,0.013,0.825,3,0.89,3,0.8538,1.3,23,1686988,2859026,3,24.3
125,WA,washington,org10188.htm,98121,Seattle,47.61487,-122.34578,Community Development : Housing and Neighborhood Development,http://www.plymouthhousing.org/,plymouthhousing.org,Community Development ,0.021,0.9898,4,0.96,4,0.9708,2.1,6.7,11341644,16196709,4,8.8
126,VT,vermont,org10189.htm,5254,Manchester,43.162074,-73.07155,Health : Patient and Family Support,http://www.castingforrecovery.org,castingforrecovery.org,Health ,0.069,0.9305,4,0.89,3,0.9079,6.9,12.4,1240316,1251248,4,19.3
127,MA,massachusetts,org10193.htm,1027,Easthampton,42.27279,-72.68677,Community Development : Fundraising,http://www.rfc.org/,rfc.org,Community Development ,0.09,0.8396,3,0.9,4,0.8663,9,9.2,474544,556008,3,18.2
128,CT,connecticut,org10195.htm,6511,New Haven,41.317197,-72.92798,Community Development : Housing and Neighborhood Development,http://www.habitatgnh.org,habitatgnh.org,Community Development ,0.032,0.9655,4,0.96,4,0.9626,3.2,6.2,1315605,2159346,4,9.4
129,VA,virginia,org10196.htm,22314,Alexandria,38.806163,-77.05139,Human and Civil Rights : Advocacy and Education,http://www.theacru.org/,theacru.org,Human and Civil Rights ,0.721,0,0,0.73,2,0.2675,72.1,9,2353635,2616229,0,81.1
130,NJ,new jersey,org10198.htm,8901,New Brunswick,40.488304,-74.44775,"Arts, Culture, Humanities : Performing Arts",http://www.arballet.org,arballet.org,"Arts, Culture, Humanities ",0.038,0.8063,3,0.79,2,0.7979,3.8,11.4,662228,3385692,2,15.2
131,MA,massachusetts,org10199.htm,1342,Deerfield,42.542322,-72.6091,"Arts, Culture, Humanities : Museums",http://www.historic-deerfield.org,historic-deerfield.org,"Arts, Culture, Humanities ",0.117,0.7796,2,0.89,3,0.8258,11.7,19.9,2840890,6080717,3,31.6
132,VA,virginia,org10200.htm,22203,Arlington,38.874979,-77.11455,Human and Civil Rights : Advocacy and Education,http://www.treatmentadvocacycenter.org,treatmentadvocacycenter.org,Human and Civil Rights ,0.074,0.8879,3,1,4,0.9207,7.4,21.3,1367169,1371989,4,28.7
133,FL,florida,org10203.htm,33901,Fort Myers,26.62365,-81.8727,Religion : Religious Activities,http://www.nmsi.org/,nmsi.org,Religion ,0.023,0.8468,3,1,4,0.8916,2.3,8.6,5627162,5699828,3,10.9
134,CA,california,org10204.htm,92618,Irvine,33.659639,-117.73948,International : Humanitarian Relief Supplies,http://www.freewheelchairmission.org,freewheelchairmission.org,International ,0.173,0.8876,3,1,4,0.9205,17.3,7.4,6206121,6085592,4,24.7
135,NY,new york,org10205.htm,10018,New York,40.755101,-73.99337,Human and Civil Rights : Advocacy and Education,http://prh.org/,prh.org,Human and Civil Rights ,0.066,0.9849,4,1,4,0.9893,6.6,8.3,8314005,8516120,4,14.9
136,VA,virginia,org10206.htm,22314,Alexandria,38.806163,-77.05139,Health : Medical Research,http://www.curemeso.org,curemeso.org,Health ,0.106,0.9072,4,1,4,0.9343,10.6,8.9,2055866,2184920,4,19.5
137,NA,NA,org10208.htm,20005,Washington,38.904461,-77.03088,"Health : Diseases, Disorders, and Disciplines",http://www.melanoma.org/,melanoma.org,Health ,0.105,0.9344,4,0.93,4,0.9321,10.5,4.9,4948382,4939883,4,15.4
138,NY,new york,org10209.htm,10524,Garrison,41.363063,-73.92154,Health : Treatment and Prevention Services,http://www.walterhovinghome.com/,walterhovinghome.com,Health ,0.077,0.816,3,1,4,0.8698,7.7,12.9,2105654,2129388,3,20.6
139,TX,texas,org10210.htm,77459,Missouri City,29.564347,-95.54762,Religion : Religious Media and Broadcasting,http://www.mars-hill.org,mars-hill.org,Religion ,0.152,0.9018,4,0.89,3,0.8957,15.2,7.9,1218155,1271244,3,23.1
140,CA,california,org10211.htm,94558,Napa,38.337243,-122.30027,Human and Civil Rights : Advocacy and Education,http://www.lldf.org/,lldf.org,Human and Civil Rights ,0.021,0.8572,3,0.97,4,0.8968,2.1,14.1,943328,1331898,3,16.2
141,NJ,new jersey,org10212.htm,7501,Paterson,40.912198,-74.16863,Human Services : Social Services,http://www.evasvillage.org,evasvillage.org,Human Services ,0.069,0.9859,4,1,4,0.99,6.9,7,7727458,9396477,4,13.9
142,CA,california,org10213.htm,90029,Los Angeles,34.090259,-118.29455,Human Services : Social Services,http://www.blindchildrenscenter.org,blindchildrenscenter.org,Human Services ,0.045,0.7866,2,0.96,4,0.8464,4.5,15.2,797112,2363226,3,19.7
143,MO,missouri,org10214.htm,63108,Saint Louis,38.646201,-90.25435,Community Development : Housing and Neighborhood Development,http://www.habitatstl.org,habitatstl.org,Community Development ,0.062,0.6817,1,1,4,0.7749,6.2,13.8,3361378,4602680,2,20
144,CA,california,org10217.htm,94104,San Francisco,37.791728,-122.4019,International : Development and Relief Services,http://roomtoread.org,roomtoread.org,International ,0.086,0.9108,4,1,4,0.9369,8.6,5.4,39372460,39590230,4,14
145,CA,california,org10219.htm,94709,Berkeley,37.879625,-122.2668,Education : Other Education Programs and Services,http://edibleschoolyard.org/,edibleschoolyard.org,Education ,0.158,0.8942,3,0.96,4,0.92,15.8,14.9,1672025,1846725,4,30.7
146,NE,nebraska,org10220.htm,68137,Omaha,41.204631,-96.12108,Human Services : Multipurpose Human Service Organizations,http://www.sone.org,sone.org,Human Services ,0.251,0.739,2,0.89,3,0.7997,25.1,10,1395127,1496968,2,35.1
147,CO,colorado,org10221.htm,80014,Aurora,39.665637,-104.83421,Human Services : Children's and Family Services,http://www.adoptex.org,adoptex.org,Human Services ,0.115,0.8424,3,0.96,4,0.885,11.5,7.6,2827822,4386792,3,19.1
148,TX,texas,org10223.htm,76051,Grapevine,32.93195,-97.08498,Human Services : Children's and Family Services,http://gracegrapevine.org,gracegrapevine.org,Human Services ,0.1,0.8446,3,0.97,4,0.888,10,8.1,3003069,3262667,3,18.1
149,MA,massachusetts,org10224.htm,2110,Boston,42.356532,-71.05365,Human and Civil Rights : Advocacy and Education,http://www.nclc.org/,nclc.org,Human and Civil Rights ,0.055,0.8391,3,0.92,4,0.8729,5.5,7.8,2861367,10932914,3,13.3
150,NC,north carolina,org10225.htm,27565,Oxford,36.340501,-78.61595,Human Services : Children's and Family Services,http://www.mhc-oxford.org/,mhc-oxford.org,Human Services ,0.024,0.7914,2,0.89,3,0.8332,2.4,31.7,5016455,7420198,3,34.1
151,CA,california,org10226.htm,92058,Oceanside,33.016928,-116.846046,Human Services : Social Services,http://www.brotherbenno.org,brotherbenno.org,Human Services ,0.022,0.9478,4,0.81,3,0.8606,2.2,1.5,1804843,2334469,3,3.7
152,CA,california,org10228.htm,94105,San Francisco,37.789228,-122.3957,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.alternet.org/,alternet.org,"Arts, Culture, Humanities ",0.091,0.8635,3,0.74,2,0.7923,9.1,19,857698,1651937,2,28.1
153,AZ,arizona,org10230.htm,85201,Mesa,33.432177,-111.84701,Human Services : Children's and Family Services,http://www.childcrisis.org/,childcrisis.org,Human Services ,0.031,0.9146,4,0.97,4,0.9359,3.1,14.5,2026129,7074687,4,17.6
154,NY,new york,org10231.htm,10570,Pleasantville,41.132367,-73.78922,"Arts, Culture, Humanities : Performing Arts",http://www.burnsfilmcenter.org/,burnsfilmcenter.org,"Arts, Culture, Humanities ",0.059,0.8574,3,0.97,4,0.8969,5.9,8.1,2318614,5504649,3,14
155,NY,new york,org10232.htm,10924,Goshen,41.38928,-74.3337,"Arts, Culture, Humanities : Museums",http://www.harnessmuseum.com/,harnessmuseum.com,"Arts, Culture, Humanities ",0.103,0.7899,2,0.78,2,0.7848,10.3,17.3,558082,1384794,2,27.6
156,PA,pennsylvania,org10234.htm,19106,Philadelphia,39.951062,-75.14589,Human and Civil Rights : Advocacy and Education,http://www.thefire.org/,thefire.org,Human and Civil Rights ,0.092,0.9577,4,0.93,4,0.9421,9.2,8,3092602,3119177,4,17.2
157,FL,florida,org10235.htm,32810,Orlando,28.619445,-81.42695,Human Services : Social Services,http://www.mustardseedfla.org,mustardseedfla.org,Human Services ,0.046,0.7392,2,0.74,2,0.7395,4.6,12.9,632138,977500,2,17.5
158,AL,alabama,org10237.htm,36106,Montgomery,32.354888,-86.27161,Human Services : Children's and Family Services,http://www.umch.net,umch.net,Human Services ,0.058,0.7242,2,0.9,4,0.7925,5.8,19.9,1960627,5838294,2,25.7
159,FL,florida,org10238.htm,33433,Boca Raton,26.347711,-80.15648,"Animals : Animal Rights, Welfare, and Services",http://www.tricountyhumane.org,tricountyhumane.org,Animals ,0.013,0.8859,3,0.89,3,0.8879,1.3,12.6,1709060,2447582,3,13.9
160,IL,illinois,org10239.htm,60604,Chicago,41.877589,-87.62818,Education : Other Education Programs and Services,http://www.capeweb.org,capeweb.org,Education ,0.013,0.8163,3,1,4,0.8701,1.3,9.2,1245998,1828361,3,10.5
161,NM,new mexico,org10241.htm,87505,Santa Fe,35.616662,-105.97926,"Arts, Culture, Humanities : Performing Arts",http://sfai.org/,sfai.org,"Arts, Culture, Humanities ",0.133,0.7485,2,0.85,3,0.7929,13.3,23.5,565542,693590,2,36.8
162,MA,massachusetts,org10242.htm,2129,Charlestown,42.378619,-71.06495,"Arts, Culture, Humanities : Museums",http://ussconstitutionmuseum.org/,ussconstitutionmuseum.org,"Arts, Culture, Humanities ",0.06,0.9569,4,0.9,4,0.923,6,11.9,1989603,2963919,4,17.9
163,MN,minnesota,org10243.htm,55428,Minneapolis,45.059997,-93.37702,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://thefoodgroupmn.org/,thefoodgroupmn.org,Human Services ,0.035,0.7911,2,1,4,0.8522,3.5,2.2,8198084,10591077,3,5.7
164,RI,rhode island,org10245.htm,2888,Warwick,41.74805,-71.40982,Human Services : Social Services,http://www.in-sight.org/,in-sight.org,Human Services ,0.029,0.9115,4,0.96,4,0.9313,2.9,12.6,425985,1614997,4,15.5
165,NY,new york,org10246.htm,10023,New York,40.776099,-73.98285,Education : Other Education Programs and Services,http://perlmanmusicprogram.org,perlmanmusicprogram.org,Education ,0.257,0.6894,1,0.73,2,0.7089,25.7,5,3680218,3966606,2,30.7
166,CO,colorado,org10248.htm,80903,Colorado Springs,38.834282,-104.81654,"Arts, Culture, Humanities : Performing Arts",http://csfineartscenter.org/,csfineartscenter.org,"Arts, Culture, Humanities ",0.049,0.8289,3,0.96,4,0.8757,4.9,17.2,2972455,5106150,3,22.1
167,VA,virginia,org10249.htm,22046,Falls Church,38.886311,-77.18098,Human and Civil Rights : Advocacy and Education,http://www.nlpc.org,nlpc.org,Human and Civil Rights ,0.174,0.7662,2,0.85,3,0.8035,17.4,12.6,1111925,1120850,3,30
168,MD,maryland,org10250.htm,20710,Bladensburg,38.941428,-76.93005,Environment : Environmental Protection and Conservation,http://www.anacostiaws.org,anacostiaws.org,Environment ,0.051,0.9344,4,0.88,3,0.9032,5.1,10.3,1195840,1915598,4,15.4
169,NY,new york,org10251.htm,10473,Bronx,40.818514,-73.85893,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.kipsbay.org,kipsbay.org,Human Services ,0.11,0.8012,3,0.96,4,0.8566,11,13.8,5674008,7057143,3,24.8
170,IN,indiana,org10253.htm,46220,Indianapolis,39.866913,-86.12323,International : Foreign Charity Support Organizations,http://www.solidrockinternational.org,solidrockinternational.org,International ,0.059,0.9478,4,1,4,0.963,5.9,10.7,1618790,1618912,4,16.6
171,NA,NA,org10254.htm,20005,Washington,38.904461,-77.03088,Human and Civil Rights : Advocacy and Education,http://www.pogo.org,pogo.org,Human and Civil Rights ,0.106,0.8642,3,1,4,0.9039,10.6,5.4,2247281,2270800,4,16
172,GA,georgia,org10255.htm,30309,Atlanta,33.794055,-84.38525,"Arts, Culture, Humanities : Performing Arts",http://www.puppet.org/,puppet.org,"Arts, Culture, Humanities ",0.093,0.864,3,0.86,3,0.8619,9.3,15.6,2937352,4798683,3,24.9
173,NY,new york,org10256.htm,10018,New York,40.755101,-73.99337,Human Services : Social Services,http://www.babybuggy.org/,babybuggy.org,Human Services ,0.026,0.942,4,1,4,0.9589,2.6,5.2,6889796,6930281,4,7.8
174,MO,missouri,org10259.htm,63119,Saint Louis,38.590652,-90.35168,Human Services : Children's and Family Services,http://www.nfnf.org/,nfnf.org,Human Services ,0.078,0.8048,3,0.96,4,0.8591,7.8,7.8,4224624,4191332,3,15.6
175,NM,new mexico,org10260.htm,87544,Los Alamos,35.86849,-106.29536,Community Development : Fundraising,http://www.unitedwaynnm.org/,unitedwaynnm.org,Community Development ,0.023,0.9157,4,0.96,4,0.934,2.3,6.9,2913886,2931728,4,9.2
176,NY,new york,org10261.htm,10011,New York,40.741012,-74.00012,"Arts, Culture, Humanities : Performing Arts",http://irishrep.org,irishrep.org,"Arts, Culture, Humanities ",0.044,0.9614,4,0.93,4,0.9434,4.4,9.1,726851,2878779,4,13.5
177,ME,maine,org10262.htm,4472,Orland,44.560479,-68.69084,Community Development : Housing and Neighborhood Development,http://www.homemmausa.org/,homemmausa.org,Community Development ,0.035,0.7323,2,0.59,1,0.6537,3.5,20.2,865798,1053228,1,23.7
178,FL,florida,org10263.htm,33324,Fort Lauderdale,26.110631,-80.27469,Human Services : Children's and Family Services,http://www.jfsbroward.org/,jfsbroward.org,Human Services ,0.066,0.9132,4,0.89,3,0.9009,6.6,5,4825961,5573962,4,11.6
179,GA,georgia,org10268.htm,30474,Vidalia,32.220155,-82.41493,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.payh.org/,payh.org,Human Services ,0.083,0.8929,3,0.96,4,0.9191,8.3,15.2,1140980,1613383,4,23.5
180,FL,florida,org10269.htm,33137,Miami,25.817325,-80.19046,Education : Other Education Programs and Services,http://www.youngarts.org/,youngarts.org,Education ,0.061,0.9848,4,0.93,4,0.9493,6.1,9,6899677,8471540,4,15.1
181,PA,pennsylvania,org10270.htm,19311,Avondale,39.825643,-75.77244,Environment : Environmental Protection and Conservation,http://www.stroudcenter.org/,stroudcenter.org,Environment ,0.054,0.7824,2,1,4,0.8461,5.4,34.1,6023736,6842335,3,39.5
182,NA,NA,org10272.htm,20036,Washington,38.906778,-77.04148,Education : Other Education Programs and Services,http://www.cic.edu,cic.edu,Education ,0.011,0.925,4,0.93,4,0.9274,1.1,22.8,7528784,10174814,4,23.9
183,CA,california,org10273.htm,90405,Santa Monica,34.009276,-118.47286,Human and Civil Rights : Advocacy and Education,http://www.findthechildren.com/,findthechildren.com,Human and Civil Rights ,0.599,0.5278,0,0.78,2,0.6316,59.9,4.7,705797,705797,1,64.6
184,NA,NA,org10274.htm,20006,Washington,38.897567,-77.04195,Human and Civil Rights : Advocacy and Education,http://www.halt.org,halt.org,Human and Civil Rights ,0.389,0.425,0,0.72,2,0.5477,38.9,7,374969,384609,0,45.9
185,FL,florida,org10275.htm,34109,Naples,26.240637,-81.76663,Community Development : Fundraising,http://www.uwcollier.org,uwcollier.org,Community Development ,0.098,0.9828,4,1,4,0.9878,9.8,7.3,3113753,3391815,4,17.1
186,CA,california,org10277.htm,92069,San Marcos,33.144908,-117.17128,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.boysgirlsclubsm.org,boysgirlsclubsm.org,Human Services ,0.072,0.9237,4,0.92,4,0.9218,7.2,14.6,824521,1492638,4,21.8
187,NY,new york,org10278.htm,10115,New York,40.810906,-73.96375,International : Development and Relief Services,http://new.gbgm-umc.org/umcor/,new.gbgm-umc.org,International ,0.015,0.8271,3,0.93,4,0.8681,1.5,8.5,45097771,59390706,3,10
188,MA,massachusetts,org10281.htm,2144,Somerville,42.399546,-71.12165,Community Development : Fundraising,http://www.resistinc.org,resistinc.org,Community Development ,0.256,0.7363,2,0.93,4,0.807,25.6,13,919025,925055,3,38.6
189,NY,new york,org10282.htm,10560,North Salem,41.32797,-73.61306,Health : Patient and Family Support,http://www.friendsofkaren.org,friendsofkaren.org,Health ,0.104,0.9136,4,1,4,0.9389,10.4,8.2,3245574,3292081,4,18.6
190,TX,texas,org10283.htm,79761,Odessa,31.854455,-102.35906,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.wtxfoodbank.org/,wtxfoodbank.org,Human Services ,0.023,0.8521,3,0.86,3,0.8559,2.3,3.9,12816970,14132760,3,6.2
191,PA,pennsylvania,org10284.htm,19072,Narberth,40.014541,-75.25805,"Health : Diseases, Disorders, and Disciplines",http://gbs-cidp.org/,gbs-cidp.org,Health ,0.035,0.9456,4,1,4,0.9615,3.5,6.6,785321,1063969,4,10.1
192,VA,virginia,org10285.htm,23219,Richmond,37.541046,-77.43536,Health : Patient and Family Support,http://www.hhhrichmond.org,hhhrichmond.org,Health ,0.047,0.903,4,1,4,0.9314,4.7,11.5,1104015,2026328,4,16.2
